fitness
25216.0
25160.0
25163.0
25258.0
25269.0
25342.0
25397.0
25363.0
25352.0
25316.0
25314.0
25365.0
25354.0
25270.0
25219.0
25178.0
25278.0
25285.0
25254.0
25260.0
25324.0
25412.0
25489.0
25448.0
25428.0
25341.0
25298.0
25222.0
25303.0
25304.0
25221.0
25205.0
25263.0
25309.0
25372.0
25374.0
25379.0
25449.0
25447.0
25473.0
25532.0
25632.0
25674.0
25644.0
25731.0
25653.0
25598.0
25685.0
25783.0
25785.0
25851.0
25849.0
25778.0
25749.0
25836.0
25852.0
25792.0
25827.0
25852.0
25759.0
25758.0
25723.0
25694.0
25777.0
25800.0
25713.0
25724.0
25726.0
25720.0
25754.0
25841.0
25917.0
25877.0
25838.0
25772.0
25738.0
25833.0
25822.0
25803.0
25847.0
25872.0
25783.0
25827.0
25743.0
25697.0
25737.0
25808.0
25800.0
25868.0
25834.0
25786.0
25863.0
25782.0
25697.0
25690.0
25698.0
25738.0
25805.0
25842.0
25930.0
25865.0
25787.0
25810.0
25822.0
25842.0
25843.0
25833.0
25814.0
25796.0
25816.0
25746.0
25805.0
25901.0
25950.0
25969.0
26069.0
26160.0
26170.0
26190.0
26150.0
26200.0
26238.0
26280.0
26320.0
26318.0
26263.0
26191.0
26127.0
26168.0
26250.0
26297.0
26255.0
26278.0
26204.0
26233.0
26202.0
26208.0
26198.0
26279.0
26344.0
26370.0
26368.0
26297.0
26280.0
26242.0
26170.0
26186.0
26090.0
26025.0
25968.0
26056.0
26065.0
26114.0
26104.0
26008.0
26009.0
26056.0
26124.0
26078.0
25994.0
26013.0
26024.0
26008.0
26092.0
26003.0
26041.0
26076.0
26127.0
26058.0
26085.0
25991.0
25988.0
26059.0
26045.0
26022.0
25929.0
25909.0
25893.0
25823.0
25752.0
25669.0
25639.0
25647.0
25669.0
25603.0
25598.0
25659.0
25656.0
25751.0
25787.0
25710.0
25761.0
25749.0
25681.0
25716.0
25796.0
25801.0
25874.0
25915.0
25959.0
26009.0
26094.0
26057.0
26146.0
26118.0
26165.0
26184.0
26221.0
26142.0
26140.0
26156.0
26080.0
26012.0
26104.0
26074.0
26167.0
26119.0
26110.0
26065.0
26096.0
26167.0
26205.0
26163.0
26164.0
26242.0
26308.0
26248.0
26302.0
26239.0
26142.0
26211.0
26303.0
26222.0
26240.0
26295.0
26224.0
26311.0
26268.0
26293.0
26301.0
26217.0
26196.0
26180.0
26093.0
26030.0
25934.0
25924.0
25961.0
25941.0
26013.0
26034.0
